,cluster,state,fips
0,0,Alabama,01125
1,0,Alabama,01101
2,0,Alabama,01083
3,0,Alabama,01073
4,0,Alabama,01051
5,0,Alabama,01003
6,0,Alabama,01117
7,0,Alabama,01081
8,0,Alabama,01115
9,0,Alabama,01089
10,0,Alabama,01121
11,0,Alabama,01015
12,0,Alabama,01127
13,0,Alabama,01097
14,0,Alabama,01017
15,0,Alabama,01129
16,0,Alabama,01077
17,0,Alabama,01075
18,0,Alabama,01071
19,0,Alabama,01043
20,0,Alabama,01093
21,0,Alabama,01123
22,0,Alabama,01069
23,0,Alabama,01059
24,0,Alabama,01103
25,0,Alabama,01001
26,0,Alabama,01131
27,0,Alabama,01113
28,0,Alabama,01109
29,0,Alabama,01107
30,0,Alabama,01095
31,0,Alabama,01079
32,0,Alabama,01055
33,0,Alabama,01047
34,0,Alabama,01033
35,0,Alabama,01029
36,0,Alabama,01027
37,0,Alabama,01021
38,0,Alabama,01019
39,0,Alabama,01013
40,0,Alabama,01009
41,0,Alabama,01091
42,0,Alabama,01085
43,0,Alabama,01049
44,0,Alabama,01041
45,0,Alabama,01037
46,0,Alabama,01023
47,0,Alabama,01011
48,0,Alabama,01133
49,0,Alabama,01111
50,0,Alabama,01063
51,0,Alabama,01053
52,0,Alabama,01039
53,0,Alabama,01099
54,0,Alabama,01087
55,0,Alabama,01119
56,0,Alabama,01065
57,0,Alabama,01057
58,0,Alabama,01007
59,0,Alabama,01045
60,0,Alabama,01035
61,0,Alabama,01025
62,0,Alabama,01031
63,0,Alabama,01067
64,0,Alabama,01005
65,0,Alabama,01105
66,0,Alabama,01061
67,0,Alaska,02020
68,0,Alaska,02090
69,0,Alaska,02130
70,0,Alaska,02122
71,0,Alaska,02170
72,0,Alaska,02110
73,0,Alaska,02290
74,0,Alaska,02240
75,0,Alaska,02195
76,0,Alaska,02050
77,0,Alaska,02198
78,0,Alaska,02180
79,0,Alaska,02150
80,0,Alaska,02220
81,0,Alaska,02261
82,0,Alaska,02997
83,0,Alaska,02188
84,0,Alaska,02185
85,0,Alaska,02070
86,0,Alaska,02016
87,0,Alaska,02275
88,0,Alaska,02100
89,0,Alaska,02013
90,0,Alaska,02068
91,0,Alaska,02158
92,0,Alaska,02998
93,0,Alaska,02230
94,0,Arizona,04013
95,0,Arizona,04021
96,0,Arizona,04019
97,0,Arizona,04009
98,0,Arizona,04017
99,0,Arizona,04005
100,0,Arizona,04025
101,0,Arizona,04023
102,0,Arizona,04027
103,0,Arizona,04003
104,0,Arizona,04001
105,0,Arizona,04015
106,0,Arizona,04012
107,0,Arizona,04007
108,0,Arizona,04011
109,0,Arkansas,05069
110,0,Arkansas,05119
111,0,Arkansas,05125
112,0,Arkansas,05051
113,0,Arkansas,05079
114,0,Arkansas,05041
115,0,Arkansas,05025
116,0,Arkansas,05023
117,0,Arkansas,05143
118,0,Arkansas,05045
119,0,Arkansas,05011
120,0,Arkansas,05141
121,0,Arkansas,05133
122,0,Arkansas,05131
123,0,Arkansas,05129
124,0,Arkansas,05115
125,0,Arkansas,05113
126,0,Arkansas,05111
127,0,Arkansas,05063
128,0,Arkansas,05055
129,0,Arkansas,05053
130,0,Arkansas,05035
131,0,Arkansas,05031
132,0,Arkansas,05019
133,0,Arkansas,05009
134,0,Arkansas,05007
135,0,Arkansas,05147
136,0,Arkansas,05145
137,0,Arkansas,05139
138,0,Arkansas,05137
139,0,Arkansas,05109
140,0,Arkansas,05075
141,0,Arkansas,05059
142,0,Arkansas,05037
143,0,Arkansas,05033
144,0,Arkansas,05029
145,0,Arkansas,05027
146,0,Arkansas,05043
147,0,Arkansas,05121
148,0,Arkansas,05085
149,0,Arkansas,05061
150,0,Arkansas,05017
151,0,Arkansas,05005
152,0,Arkansas,05071
153,0,Arkansas,05105
154,0,Arkansas,05099
155,0,Arkansas,05057
156,0,Arkansas,05003
157,0,Arkansas,05001
158,0,Arkansas,05123
159,0,Arkansas,05101
160,0,Arkansas,05127
161,0,Arkansas,05091
162,0,Arkansas,05077
163,0,Arkansas,05015
164,0,Arkansas,05135
165,0,Arkansas,05103
166,0,Arkansas,05095
167,0,Arkansas,05093
168,0,Arkansas,05117
169,0,Arkansas,05073
170,0,Arkansas,05039
171,0,Arkansas,05149
172,0,Arkansas,05107
173,0,Arkansas,05083
174,0,Arkansas,05065
175,0,Arkansas,05047
176,0,Arkansas,05021
177,0,Arkansas,05087
178,0,Arkansas,05089
179,0,Arkansas,05067
180,0,Arkansas,05049
181,0,Arkansas,05097
182,0,Arkansas,05081
183,0,Arkansas,05013
184,0,California,06059
185,0,California,06037
186,0,California,06085
187,0,California,06075
188,0,California,06073
189,0,California,06023
190,0,California,06067
191,0,California,06095
192,0,California,06097
193,0,California,06055
194,0,California,06041
195,0,California,06001
196,0,California,06081
197,0,California,06061
198,0,California,06013
199,0,California,06113
200,0,California,06087
201,0,California,06065
202,0,California,06039
203,0,California,06019
204,0,California,06089
205,0,California,06111
206,0,California,06077
207,0,California,06099
208,0,California,06107
209,0,California,06069
210,0,California,06079
211,0,California,06083
212,0,California,06071
213,0,California,06057
214,0,California,06053
215,0,California,06029
216,0,California,06045
217,0,California,06025
218,0,California,06005
219,0,California,06115
220,0,California,06093
221,0,California,06017
222,0,California,06007
223,0,California,06051
224,0,California,06047
225,0,California,06009
226,0,California,06101
227,0,California,06027
228,0,California,06031
229,0,California,06011
230,0,California,06021
231,0,California,06109
232,0,California,06003
233,0,California,06063
234,0,California,06015
235,0,California,06103
236,0,California,06033
237,0,California,06043
238,0,California,06105
239,0,California,06091
240,0,California,06035
241,0,California,06049
242,0,Colorado,08059
243,0,Colorado,08035
244,0,Colorado,08041
245,0,Colorado,08037
246,0,Colorado,08031
247,0,Colorado,08069
248,0,Colorado,08005
249,0,Colorado,08051
250,0,Colorado,08097
251,0,Colorado,08001
252,0,Colorado,08123
253,0,Colorado,08117
254,0,Colorado,08107
255,0,Colorado,08101
256,0,Colorado,08019
257,0,Colorado,08077
258,0,Colorado,08013
259,0,Colorado,08045
260,0,Colorado,08125
261,0,Colorado,08087
262,0,Colorado,08049
263,0,Colorado,08025
264,0,Colorado,08113
265,0,Colorado,08093
266,0,Colorado,08014
267,0,Colorado,08085
268,0,Colorado,08053
269,0,Colorado,08039
270,0,Colorado,08015
271,0,Colorado,08119
272,0,Colorado,08075
273,0,Colorado,08067
274,0,Colorado,08055
275,0,Colorado,08043
276,0,Colorado,08029
277,0,Colorado,08089
278,0,Colorado,08121
279,0,Colorado,08105
280,0,Colorado,08063
281,0,Colorado,08073
282,0,Colorado,08023
283,0,Colorado,08003
284,0,Colorado,08081
285,0,Colorado,08009
286,0,Colorado,08083
287,0,Colorado,08079
288,0,Colorado,08095
289,0,Colorado,08007
290,0,Colorado,08109
291,0,Colorado,08065
292,0,Colorado,08027
293,0,Colorado,08103
294,0,Colorado,08071
295,0,Colorado,08091
296,0,Colorado,08099
297,0,Colorado,08047
298,0,Colorado,08111
299,0,Colorado,08021
300,0,Colorado,08017
301,0,Colorado,08011
302,0,Colorado,08057
303,0,Colorado,08115
304,0,Colorado,08033
305,0,Colorado,08061
306,0,Connecticut,09001
307,0,Connecticut,09005
308,0,Connecticut,09009
309,0,Connecticut,09003
310,0,Connecticut,09007
311,0,Connecticut,09015
312,0,Connecticut,09013
313,0,Connecticut,09011
314,0,Delaware,10003
315,0,Delaware,10005
316,0,Delaware,10001
317,0,District of Columbia,11001
318,0,Florida,12081
319,0,Florida,12057
320,0,Florida,12113
321,0,Florida,12071
322,0,Florida,12011
323,0,Florida,12127
324,0,Florida,12091
325,0,Florida,12015
326,0,Florida,12103
327,0,Florida,12101
328,0,Florida,12089
329,0,Florida,12021
330,0,Florida,12001
331,0,Florida,12109
332,0,Florida,12086
333,0,Florida,12117
334,0,Florida,12115
335,0,Florida,12099
336,0,Florida,12031
337,0,Florida,12019
338,0,Florida,12097
339,0,Florida,12095
340,0,Florida,12017
341,0,Florida,12003
342,0,Florida,12069
343,0,Florida,12033
344,0,Florida,12105
345,0,Florida,12009
346,0,Florida,12131
347,0,Florida,12119
348,0,Florida,12073
349,0,Florida,12085
350,0,Florida,12063
351,0,Florida,12061
352,0,Florida,12053
353,0,Florida,12087
354,0,Florida,12111
355,0,Florida,12107
356,0,Florida,12083
357,0,Florida,12055
358,0,Florida,12005
359,0,Florida,12035
360,0,Florida,12027
361,0,Florida,12023
362,0,Florida,12007
363,0,Florida,12039
364,0,Florida,12133
365,0,Florida,12121
366,0,Florida,12075
367,0,Florida,12051
368,0,Florida,12129
369,0,Florida,12043
370,0,Florida,12059
371,0,Florida,12125
372,0,Florida,12013
373,0,Florida,12093
374,0,Florida,12079
375,0,Florida,12049
376,0,Florida,12045
377,0,Florida,12037
378,0,Florida,12065
379,0,Florida,12029
380,0,Florida,12047
381,0,Florida,12123
382,0,Florida,12041
383,0,Florida,12067
384,0,Florida,12077
385,0,Georgia,13121
386,0,Georgia,13233
387,0,Georgia,13135
388,0,Georgia,13067
389,0,Georgia,13057
390,0,Georgia,13115
391,0,Georgia,13113
392,0,Georgia,13089
393,0,Georgia,13049
394,0,Georgia,13185
395,0,Georgia,13177
396,0,Georgia,13015
397,0,Georgia,13151
398,0,Georgia,13129
399,0,Georgia,13077
400,0,Georgia,13217
401,0,Georgia,13095
402,0,Georgia,13063
403,0,Georgia,13059
404,0,Georgia,13285
405,0,Georgia,13223
406,0,Georgia,13139
407,0,Georgia,13117
408,0,Georgia,13313
409,0,Georgia,13245
410,0,Georgia,13153
411,0,Georgia,13073
412,0,Georgia,13247
413,0,Georgia,13225
414,0,Georgia,13175
415,0,Georgia,13127
416,0,Georgia,13103
417,0,Georgia,13099
418,0,Georgia,13021
419,0,Georgia,13321
420,0,Georgia,13287
421,0,Georgia,13277
422,0,Georgia,13273
423,0,Georgia,13261
424,0,Georgia,13255
425,0,Georgia,13243
426,0,Georgia,13227
427,0,Georgia,13219
428,0,Georgia,13215
429,0,Georgia,13207
430,0,Georgia,13201
431,0,Georgia,13181
432,0,Georgia,13171
433,0,Georgia,13149
434,0,Georgia,13097
435,0,Georgia,13085
436,0,Georgia,13051
437,0,Georgia,13045
438,0,Georgia,13187
439,0,Georgia,13009
440,0,Georgia,13289
441,0,Georgia,13267
442,0,Georgia,13069
443,0,Georgia,13065
444,0,Georgia,13055
445,0,Georgia,13035
446,0,Georgia,13013
447,0,Georgia,13303
448,0,Georgia,13229
449,0,Georgia,13211
450,0,Georgia,13195
451,0,Georgia,13179
